complaint,category
मैं कल्याण में हुई छेड़छाड़ की एक घटना की रिपोर्ट करना चाहता हूं। सोमवार दोपहर जब मैं पैदल जा रही थी तो बाइक पर सवार दो लोगों ने मुझ पर अश्लील कमेंट किए। उन्होंने सीटियां भी बजाईं और मेरे और मेरे दोस्त की ओर अनुचित इशारे भी किए। जब मैंने उन्हें नज़रअंदाज कर दूर जाने की कोशिश की तो उन्होंने कुछ दूर तक पीछा किया। इस तरह के व्यवहार से मुझे अकेले यात्रा करते समय असुरक्षित महसूस होने लगा है। क्षेत्र की अन्य महिलाओं को भी उसी स्थान पर इसी तरह के उत्पीड़न का सामना करना पड़ा है। मैं ऐसी घटनाओं को रोकने के लिए इस क्षेत्र में पुलिस गश्त बढ़ाने का अनुरोध करता हूं। यदि लाइन-अप या सीसीटीवी समीक्षा की व्यवस्था की जाती है तो मैं व्यक्तियों की पहचान करने के लिए तैयार हूं।,ईव टीज़िंग
मैं घर में लगातार घरेलू दुर्व्यवहार के लिए अपने पति और उनके परिवार के खिलाफ यह शिकायत दर्ज कर रही हूं। पिछले शुक्रवार से मुझ पर शारीरिक हमला और उत्पीड़न किया जा रहा है। मुझे बुनियादी ज़रूरतों से भी वंचित कर दिया जाता है और बिना कारण घर तक सीमित कर दिया जाता है। जब भी मैं बोलने की कोशिश करता हूं तो बार-बार हिंसा की धमकियां मिलती रहती हैं। मेरे रिश्तेदार स्थिति से अवगत हैं और दुर्व्यवहार की गवाही दे सकते हैं। मुझे अपनी सुरक्षा और मेरे साथ रहने वाले मेरे बच्चों की सुरक्षा का डर है। मैं कानून के तहत तत्काल सुरक्षा और उचित कानूनी कार्रवाई का अनुरोध करता हूं। कृपया मेरी स्थिति के लिए उपलब्ध आश्रय और कानूनी सहायता के संबंध में मेरा मार्गदर्शन करें।,घरेलू हिंसा
"मैं दादर में एक अजनबी द्वारा लगातार झेले जा रहे उत्पीड़न की रिपोर्ट करना चाहती हूं। यह इस महीने की 3 तारीख को शुरू हुआ और तब से बंद नहीं हुआ है। कोई अजनबी दूसरों के सामने मेरे बारे में अपमानजनक टिप्पणियाँ करता रहता है। दो दिन पहले इस व्यक्ति ने मेरे घर के पास फिर मेरे साथ गलत हरकत की. मैंने उनसे विनम्रतापूर्वक रुकने के लिए कहा, लेकिन वे मुझे परेशान करते रहे। इससे मेरी मानसिक शांति प्रभावित हो रही है और मुझे अकेले बाहर निकलने में डर लगता है।' मैं पुलिस से जिम्मेदार व्यक्ति के खिलाफ सख्त कार्रवाई करने का अनुरोध करता हूं।' मैं जांच के लिए आवश्यक कोई भी अतिरिक्त विवरण प्रदान करने के लिए तैयार हूं।",उत्पीड़न
"मैं वाकाड में अपने पति द्वारा पीछा किए जाने के संबंध में शिकायत दर्ज कराना चाहती हूं। इस महीने की 3 तारीख से यह व्यक्ति लगभग हर दिन मेरा पीछा कर रहा है। आज सुबह-सुबह, मैंने देखा कि वही व्यक्ति फिर से मेरे घर के बाहर इंतज़ार कर रहा है। वे भी मेरे पीछे-पीछे मेरे कार्यस्थल तक आते हैं और गेट के पास इंतजार करते हैं। मैंने देखा है कि एक ही वाहन कई बार मेरे ऑटो-रिक्शा का पीछा कर रहा है। इस निरंतर अनुसरण ने मुझे अपनी सुरक्षा के लिए अत्यधिक चिंतित और भयभीत कर दिया है। मैं पुलिस से जांच करने और इस व्यक्ति को मेरा पीछा करने से रोकने का अनुरोध करता हूं। मैं उस व्यक्ति की पहचान करने और जरूरत पड़ने पर और विवरण प्रदान करने को तैयार हूं।",स्टॉकिंग
"मैं नासिक रोड में सड़कों की स्थिति के संबंध में सार्वजनिक सुरक्षा चिंता उठाना चाहता हूं। मुख्य सड़क के पास एक खुला मैनहोल है जिसे कुछ दिन पहले से खोला गया है। इस स्थान पर पहले भी कई दोपहिया वाहन चालक छोटी-मोटी दुर्घटना का शिकार हो चुके हैं। खतरनाक क्षेत्र के आसपास कोई चेतावनी संकेत या बैरिकेड्स नहीं लगाए गए हैं। रात के समय खराब स्ट्रीट लाइट के कारण हादसों का खतरा और भी बढ़ जाता है। स्थानीय निवासी पहले भी यह मुद्दा उठा चुके हैं, लेकिन कोई कार्रवाई नहीं हुई। मैं संबंधित अधिकारियों से मैनहोल की मरम्मत करने और उचित रोशनी सुनिश्चित करने का अनुरोध करता हूं। यह एक गंभीर सार्वजनिक सुरक्षा ख़तरा है जिस पर तत्काल ध्यान देने की आवश्यकता है।",सार्वजनिक सुरक्षा
"टेलीग्राम पर कोई मुझे बार-बार अनुचित संदेश और टिप्पणियाँ भेज रहा है। यह उत्पीड़न पिछले शुक्रवार को शुरू हुआ और हाल ही में इसकी आवृत्ति में वृद्धि हुई है। उस व्यक्ति ने मेरे सार्वजनिक पोस्ट पर भी अश्लील टिप्पणी की है.' मैंने उन्हें समझाने की कोशिश की, लेकिन उन्होंने और भी अश्लील संदेश जारी रखे। उन्होंने मेरे दोस्तों और परिवार को भी शर्मनाक और झूठे पोस्ट में टैग किया। मैं बेहद परेशान हूं और अब शांति से सोशल मीडिया का इस्तेमाल नहीं कर पा रहा हूं।' मेरा अनुरोध है कि खाते का पता लगाया जाए और उचित कार्रवाई की जाए। मैं अपनी शिकायत के समर्थन में आवश्यक स्क्रीनशॉट संलग्न कर रहा हूं।",साइबर उत्पीड़न
"यह कैंप एरिया इलाके में मेरी पत्नी के हैंडबैग से जुड़ी चोरी की घटना की रिपोर्ट करने के लिए है। यह पिछले सप्ताह हुआ, जब मैं थोड़ी देर के लिए उस स्थान से दूर चला गया था। वापस लौटने पर मुझे पता चला कि मेरा सामान कोई अज्ञात व्यक्ति ले गया है। अनुमानित नुकसान लगभग रु. 1,00,000, जो मेरे लिए एक महत्वपूर्ण राशि है। आसपास कुछ लोग भी थे, लेकिन किसी को चोरी होने का पता नहीं चला। मैंने आस-पास की दुकानों और निवासियों से जांच की है, लेकिन अभी तक कोई सुराग नहीं मिला है। मेरा अनुरोध है कि जल्द से जल्द मामला दर्ज किया जाए और जांच की जाए।' मैं जांच प्रक्रिया में पूरा सहयोग करने को तैयार हूं।'",चोरी
"एक व्यक्ति, जिसकी पहचान मेरे पूर्व-प्रेमी के रूप में की गई है, 15 जुलाई से मेरा पीछा कर रहा है। कल शाम को वे मेरे कॉलेज के गेट के पास खड़े होकर मुझे देखते दिखे। मेरे कई बार मना करने के बाद भी वे बार-बार मुझसे बात करने की कोशिश करते हैं। मेरे दोस्तों ने भी देखा है कि यह व्यक्ति अलग-अलग दिनों में मेरा पीछा कर रहा है। ऐसा लगता है कि यह व्यक्ति मेरी दिनचर्या जानता है, जो बहुत चिंताजनक है। मुझे डर है कि अगर इसे नहीं रोका गया तो यह और भी खतरनाक रूप ले सकता है। मेरा अनुरोध है कि इस व्यक्ति के खिलाफ तुरंत सख्त कार्रवाई की जाए।' कृपया मेरी सुरक्षा सुनिश्चित करने के लिए अगले कदमों पर मेरा मार्गदर्शन करें।",स्टॉकिंग
"मैं विले पार्ले में अपने पूर्व साथी द्वारा पीछा किए जाने के संबंध में शिकायत दर्ज कराना चाहती हूं। 2 अगस्त से यह व्यक्ति लगभग हर दिन मेरा पीछा कर रहा है। जब मैं काम से लौट रहा था, मैंने देखा कि वही व्यक्ति फिर से मेरे घर के बाहर इंतज़ार कर रहा था। वे भी मेरे पीछे-पीछे मेरे कार्यस्थल तक आते हैं और गेट के पास इंतजार करते हैं। मैंने देखा है कि एक ही वाहन कई बार मेरे ऑटो-रिक्शा का पीछा कर रहा है। इस निरंतर अनुसरण ने मुझे अपनी सुरक्षा के लिए अत्यधिक चिंतित और भयभीत कर दिया है। मैं पुलिस से जांच करने और इस व्यक्ति को मेरा पीछा करने से रोकने का अनुरोध करता हूं। मैं उस व्यक्ति की पहचान करने और जरूरत पड़ने पर और विवरण प्रदान करने को तैयार हूं।",स्टॉकिंग
मैं शिवाजी नगर में एक अज्ञात व्यक्ति द्वारा पीछा करने के संबंध में शिकायत दर्ज करना चाहता हूं। 18 तारीख के बाद से यह व्यक्ति लगभग हर दिन मेरा पीछा कर रहा है। शाम की सैर के दौरान मैंने देखा कि वही व्यक्ति फिर से मेरे घर के बाहर इंतज़ार कर रहा है। वे भी मेरे पीछे-पीछे मेरे कार्यस्थल तक आते हैं और गेट के पास इंतजार करते हैं। मैंने देखा है कि एक ही वाहन कई बार मेरे ऑटो-रिक्शा का पीछा कर रहा है। इस निरंतर अनुसरण ने मुझे अपनी सुरक्षा के लिए अत्यधिक चिंतित और भयभीत कर दिया है। मैं पुलिस से जांच करने और इस व्यक्ति को मेरा पीछा करने से रोकने का अनुरोध करता हूं। मैं उस व्यक्ति की पहचान करने और जरूरत पड़ने पर और विवरण प्रदान करने को तैयार हूं।,स्टॉकिंग
मुझे और मेरे परिवार को चिंचवड़ में रहने वाले एक अजनबी द्वारा परेशान किया जा रहा है। पिछले महीने की 10 तारीख से उत्पीड़न जारी है। जब भी वे मुझे देखते हैं तो भद्दे कमेंट करते हैं और परेशानी पैदा करने की कोशिश करते हैं। दो दिन पहले स्थिति तब और खराब हो गई जब वे मुझसे सीधे भिड़ गए। इस लगातार उत्पीड़न के कारण मैं काम पर जाने में असुरक्षित महसूस करती हूं। मेरे परिवार के सदस्यों ने भी कई मौकों पर इस व्यवहार को देखा है। मैं तत्काल हस्तक्षेप का अनुरोध करता हूं ताकि यह उत्पीड़न स्थायी रूप से बंद हो जाए। कृपया मेरी शिकायत दर्ज कर आवश्यक कानूनी कार्रवाई करें।,उत्पीड़न
मैं कल्याण में हुई छेड़छाड़ की एक घटना की रिपोर्ट करना चाहता हूं। मेरी शाम की सैर के दौरान जब मैं टहल रही थी तो लड़कों के एक समूह ने मुझ पर अश्लील टिप्पणियाँ कीं। उन्होंने सीटियां भी बजाईं और मेरे और मेरे दोस्त की ओर अनुचित इशारे भी किए। जब मैंने उन्हें नज़रअंदाज कर दूर जाने की कोशिश की तो उन्होंने कुछ दूर तक पीछा किया। इस तरह के व्यवहार से मुझे अकेले यात्रा करते समय असुरक्षित महसूस होने लगा है। क्षेत्र की अन्य महिलाओं को भी उसी स्थान पर इसी तरह के उत्पीड़न का सामना करना पड़ा है। मैं ऐसी घटनाओं को रोकने के लिए इस क्षेत्र में पुलिस गश्त बढ़ाने का अनुरोध करता हूं। यदि लाइन-अप या सीसीटीवी समीक्षा की व्यवस्था की जाती है तो मैं व्यक्तियों की पहचान करने के लिए तैयार हूं।,ईव टीज़िंग
"मैं बानेर में टूटी हुई स्ट्रीट लाइट और क्षतिग्रस्त फुटपाथ की रिपोर्ट करना चाहता हूं जिससे सुरक्षा संबंधी समस्याएं पैदा हो रही हैं। यह समस्या कुछ दिनों से बिना किसी मरम्मत कार्य के बनी हुई है। इस इलाके में बुजुर्गों और बच्चों को सुरक्षित चलने में काफी दिक्कत होती है। बारिश के दौरान इलाके में पानी भर जाता है, जिससे गिरने का खतरा बढ़ जाता है। यहां लोगों के फिसलने और घायल होने की कुछ घटनाएं हो चुकी हैं। मैं अन्य निवासियों के साथ इस सार्वजनिक बुनियादी ढांचे की तत्काल मरम्मत का अनुरोध करता हूं। इससे रोजाना गुजरने वाले राहगीरों और वाहनों को लगातार खतरा बना हुआ है। मैं इस मामले को सुलझाने के लिए नगर निगम अधिकारियों से त्वरित कार्रवाई का अनुरोध करता हूं।",सार्वजनिक सुरक्षा
"फेसबुक पर कोई मुझे बार-बार अनुचित संदेश और टिप्पणियाँ भेज रहा है। यह उत्पीड़न पिछले महीने की 10 तारीख को शुरू हुआ और हाल ही में इसकी आवृत्ति में वृद्धि हुई है। उस व्यक्ति ने मेरे सार्वजनिक पोस्ट पर भी अश्लील टिप्पणी की है.' मैंने उन्हें समझाने की कोशिश की, लेकिन उन्होंने और भी अश्लील संदेश जारी रखे। उन्होंने मेरे दोस्तों और परिवार को भी शर्मनाक और झूठे पोस्ट में टैग किया। मैं बेहद परेशान हूं और अब शांति से सोशल मीडिया का इस्तेमाल नहीं कर पा रहा हूं।' मेरा अनुरोध है कि खाते का पता लगाया जाए और उचित कार्रवाई की जाए। मैं अपनी शिकायत के समर्थन में आवश्यक स्क्रीनशॉट संलग्न कर रहा हूं।",साइबर उत्पीड़न
"मैं शिवाजी नगर स्थित अपने आवास पर अपनी सास द्वारा झेली जा रही घरेलू हिंसा की रिपोर्ट करना चाहती हूं। पिछले दो सप्ताह से शारीरिक और मानसिक शोषण जारी है। छोटी-छोटी घरेलू बातों पर अक्सर मुझे पीटा जाता है और गाली-गलौज की जाती है। उन्होंने मुझे बिना किसी सहारे के घर से बाहर निकाल देने की धमकी भी दी है. मेरे बच्चों ने ये घटनाएं देखी हैं, जिसका उन पर बुरा असर पड़ा है.' मैंने इसे शांतिपूर्ण तरीके से सुलझाने की कोशिश की है, लेकिन दुर्व्यवहार बढ़ता ही जा रहा है। मैं इस दुरुपयोग के लिए जिम्मेदार लोगों के खिलाफ सुरक्षा और कानूनी कार्रवाई का अनुरोध करता हूं। यदि आवश्यक हुआ तो मैं मेडिकल रिकॉर्ड और गवाहों के बयान उपलब्ध कराने के लिए तैयार हूं।",घरेलू हिंसा
"मैं रिपोर्ट करना चाहता हूं कि मुझे विले पार्ले में मेरे बहनोई से गंभीर धमकियां मिली हैं। पिछले शुक्रवार से यह व्यक्ति मुझे और मेरे परिवार को नुकसान पहुंचाने की धमकी दे रहा है। अगर मैंने उनकी मांगें नहीं मानी तो उन्होंने मुझे गंभीर परिणाम भुगतने की चेतावनी दी है। धमकियाँ व्यक्तिगत रूप से और फोन कॉल दोनों पर दी गई हैं। मैं इन धमकियों के कारण अपने परिवार की सुरक्षा को लेकर बेहद चिंतित हूं।' मैंने उनकी किसी भी मांग का जवाब नहीं दिया, जिससे उनका गुस्सा और बढ़ गया है.' मैं पुलिस सुरक्षा और मुझे धमकी देने वाले व्यक्ति के खिलाफ तत्काल कार्रवाई का अनुरोध करता हूं। मैं इस शिकायत के समर्थन में कॉल रिकॉर्डिंग और गवाह विवरण प्रदान कर सकता हूं।",धमकी
